GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
32	rs6501452	17	69149910	rs719615	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Lung function (FVC)	approximately 372,000 European ancestry individuals	NA	17q24.3		CASC17			ENSG00000260785			rs719615-?	rs719615	0	719615	intron_variant	0	NR	9E-27	26.045757490560675				NR [~ 8900000] (imputed)	N
32	rs6501452	17	69201811	rs6501455	2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	FEV1	321,047 European ancestry individuals	79,005 European ancestry individuals	17q24.3	CASC17	CASC17 - RNU7-155P	ENSG00000260785	ENSG00000238759		3493	92486	rs6501455-A	rs6501455	0	6501455	intergenic_variant	1	0.5015	1E-36	36.0		0.0296	[0.025-0.034] unit increase	Affymetrix [19819130] (imputed)	N
32	rs6501452	17	69201811	rs6501455	2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	Lung function (FEV1/FVC)	321,047 European ancestry individuals	79,005 European ancestry individuals	17q24.3	CASC17	CASC17 - RNU7-155P	ENSG00000260785	ENSG00000238759		3493	92486	rs6501455-A	rs6501455	0	6501455	intergenic_variant	1	0.5015	6E-18	17.221848749616356		0.0206	[0.016-0.025] unit increase	Affymetrix [19819130] (imputed)	N
32	rs6501452	17	69201811	rs6501455	2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	Lung function (FVC)	321,047 European ancestry individuals	79,005 European ancestry individuals	17q24.3	CASC17	CASC17 - RNU7-155P	ENSG00000260785	ENSG00000238759		3493	92486	rs6501455-A	rs6501455	0	6501455	intergenic_variant	1	0.5015	7E-19	18.154901959985743		0.0209	[0.016-0.026] unit increase	Affymetrix [19819130] (imputed)	N
32	rs6501452	17	69201811	rs6501455	2019-03-27	30804560	Shrine N	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804560	New genetic signals for lung function highlight pathways and chronic obstructive pulmonary disease associations across multiple ancestries.	Peak expiratory flow	321,047 European ancestry individuals	24,218 European ancestry individuals	17q24.3	CASC17	CASC17 - RNU7-155P	ENSG00000260785	ENSG00000238759		3493	92486	rs6501455-A	rs6501455	0	6501455	intergenic_variant	1	0.5015	2E-47	46.69897000433602		0.0364	[0.032-0.041] unit increase	Affymetrix [19819130] (imputed)	N
32	rs6501452	17	69216687	rs11655567	2019-05-01	30804561	Sakornsakolpat P	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804561	Genetic landscape of chronic obstructive pulmonary disease identifies heterogeneous cell-type and phenotype associations.	Chronic obstructive pulmonary disease	35,735 cases, 222,076 controls	NA	17q24.3	SOX9	CASC17 - RNU7-155P	ENSG00000260785	ENSG00000238759		18369	77610	rs11655567-C	rs11655567	0	11655567	intergenic_variant	1	0.49	2E-9	8.698970004336019		1.06	[1.04-1.08]	Affymetrix, Illumina [6224355] (imputed)	N
32	rs6501452	17	69236205	rs17765886	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Lung function (FEV1/FVC)	approximately 370,000 European ancestry individuals	NA	17q24.3		CASC17 - RNU7-155P	ENSG00000260785	ENSG00000238759		37887	58092	rs17765886-?	rs17765886	0	17765886	intergenic_variant	1	NR	5E-24	23.30102999566398				NR [~ 8900000] (imputed)	N
33	rs12976534	19	38735613	rs8102476	2009-10-05	19767754	Gudmundsson J	2009-09-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19767754	Genome-wide association and replication studies identify four variants associated with prostate cancer susceptibility.	Prostate cancer	Up to 1,968 European ancestry cases, 35,382 European ancestry controls	Up to 11,806 European ancestry cases, 12,387 European ancestry controls	19q13.2	intergenic	SPINT2			ENSG00000167642			rs8102476-C	rs8102476	0	8102476	intron_variant	0	0.54	2E-11	10.698970004336019		1.12	[1.08-1.15]	Illumina [310520]	N
33	rs12976534	19	38735613	rs8102476	2018-08-14	29892016	Schumacher FR	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892016	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Prostate cancer	79,148 European ancestry cases, 61,106 European ancestry controls	NA	19q13.2	NR	SPINT2			ENSG00000167642			rs8102476-C	rs8102476	0	8102476	intron_variant	0	0.54	9E-30	29.045757490560675		1.09	[1.08-1.11]	Illumina [20370935] (imputed)	N
33	rs12976534	19	38735804	rs11667256	2018-10-31	30177863	Maguire LH	2018-09-03	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30177863	Genome-wide association analyses identify 39 new susceptibility loci for diverticular disease.	Diverticular disease	27,444 British ancestry cases, 382,284 British ancestry controls	NA	19q13.2	PPP1R14A	SPINT2			ENSG00000167642			rs11667256-T	rs11667256	0	11667256	intron_variant	0	0.519994739629638	1E-14	14.0		0.004131	[NR] unit decrease	Affymetrix [> 30000000] (imputed)	N
33	rs8101185	19	38765660	rs12608697	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Platelet count	166,066 European ancestry individuals	NA	19q13.2	SPINT2	SPINT2			ENSG00000167642			rs12608697-A	rs12608697	0	12608697	intron_variant	0	0.4059	3E-16	15.522878745280337		0.03053891	[0.023-0.038] unit increase	Affymetrix [~ 2500000] (imputed)	N
34	rs2659051	19	51345568	rs2659051	2015-07-10	25434496	Kim S	2014-11-27	Gene	www.ncbi.nlm.nih.gov/pubmed/25434496	Genetic variants at 1q32.1, 10q11.2 and 19q13.41 are associated with prostate-specific antigen for prostate cancer screening in two Korean population-based cohort studies.	Prostate-specific antigen levels	554 Korean ancestry individuals	1,575 Korean ancestry individuals	19q13.33	KLK3, KLK15	AC011523.1			ENSG00000267968			rs2659051-G	rs2659051	0	2659051	intron_variant	0	0.66	9E-21	20.045757490560675		0.2	[0.16-0.24] unit decrease	Affymetrix [2163106] (imputed)	N
34	rs2659051	19	51349090	rs266849	2011-01-13	21160077	Gudmundsson J	2010-12-15	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/21160077	Genetic correction of PSA values using sequence variants associated with PSA levels.	Serum prostate-specific antigen levels	7,538 European ancestry individuals	2,373 European ancestry individuals	19q13.33	NR	AC011523.1			ENSG00000267968			rs266849-A	rs266849	0	266849	intron_variant	0	0.83	6E-10	9.221848749616356				Illumina [304070]	N
34	rs2659051	19	51349090	rs266849	2017-05-25	28139693	Hoffmann TJ	2017-01-31	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28139693	Genome-wide association study of prostate-specific antigen levels identifies novel loci independent of prostate cancer.	Prostate-specific antigen levels (conditioned on lead SNPs)	28,503 European ancestry individuals	2,716 Latino individuals, 2,518 East Asian ancestry individuals, 1,585 African American individuals, 6,193 European ancestry individuals (later diagnosed with prostate cancer)	19q13.33	KLK3	AC011523.1			ENSG00000267968			rs266849-A	rs266849	0	266849	intron_variant	0	0.79	4E-17	16.397940008672037	(conditional on Round 4 SNPs)	0.057	unit increase	Affymetrix [10109774] (imputed)	N
34	rs11665748	19	51354397	rs11665748	2017-05-25	28139693	Hoffmann TJ	2017-01-31	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28139693	Genome-wide association study of prostate-specific antigen levels identifies novel loci independent of prostate cancer.	Prostate-specific antigen levels (conditioned on lead SNPs)	28,503 European ancestry individuals	2,716 Latino individuals, 2,518 East Asian ancestry individuals, 1,585 African American individuals, 6,193 European ancestry individuals (later diagnosed with prostate cancer)	19q13.33	KLK3	AC011523.1 - KLK3	ENSG00000267968	ENSG00000142515		52	3774	rs11665748-?	rs11665748	0	11665748	intergenic_variant	1	0.65	3E-54	53.52287874528034	(conditional on Round 1 SNPs)	0.09	unit increase	Affymetrix [10109774] (imputed)	N
34	rs1058205	19	51354597	rs2659124	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	19q13.33	KLK3	AC011523.1 - KLK3	ENSG00000267968	ENSG00000142515		252	3574	rs2659124-T	rs2659124	0	2659124	intergenic_variant	1	0.854	1E-13	13.0		1.18	[1.13-1.24]	Affymetrix [up to 19977088] (imputed)	N
34	rs76765083	19	51360840	rs62113212	2016-02-13	25939597	Berndt SI	2015-05-05	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25939597	Two susceptibility loci identified for prostate cancer aggressiveness.	Prostate cancer aggressiveness	4,545 European ancestry cases	7,973 European ancestry cases	19q13.33	KLK3	KLK3			ENSG00000142515			rs62113212-T	rs62113212	0	62113212	non_coding_transcript_exon_variant	0	0.061	6E-9	8.221848749616356		0.138	[0.091-0.185] unit increase	Illumina [1531807] (imputed)	N
34	rs76765083	19	51361757	rs17632542	2011-01-13	21160077	Gudmundsson J	2010-12-15	Sci Transl Med	www.ncbi.nlm.nih.gov/pubmed/21160077	Genetic correction of PSA values using sequence variants associated with PSA levels.	Serum prostate-specific antigen levels	7,538 European ancestry individuals	2,373 European ancestry individuals	19q13.33	KLK3	KLK3			ENSG00000142515			rs17632542-T	rs17632542	0	17632542	missense_variant	0	0.91	3E-46	45.52287874528034		39.1	[NR] % increase	Illumina [304070]	N
34	rs76765083	19	51361757	rs17632542	2014-11-07	24753544	Knipe DW	2014-04-21	Cancer Epidemiol Biomarkers Prev	www.ncbi.nlm.nih.gov/pubmed/24753544	Genetic variation in prostate-specific antigen-detected prostate cancer and the effect of control selection on genetic association studies.	Prostate cancer	1,146 European ancestry cases, 1,804 European ancestry controls	1,854 European ancestry cases, 1,437 European ancestry controls	19q13.33	KLK3	KLK3			ENSG00000142515			rs17632542-T	rs17632542	0	17632542	missense_variant	0		2E-28	27.69897000433602		0.73	[0.60-0.86] unit increase	Illumina [514432] (imputed)	N
34	rs76765083	19	51361757	rs17632542	2014-11-09	24740154	Lange EM	2014-04-16	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24740154	Genome-wide association scan for variants associated with early-onset prostate cancer.	Prostate cancer (early onset)	931 European ancestry cases, 4,120 European ancestry controls	2,571 European ancestry cases, 921 European ancestry controls	19q13.33	KLK3	KLK3			ENSG00000142515			rs17632542-T	rs17632542	0	17632542	missense_variant	0	0.92	1E-7	7.0		1.85	[1.61-2.09]	Illumina [2639562] (imputed)	N
34	rs76765083	19	51361757	rs17632542	2017-05-25	28139693	Hoffmann TJ	2017-01-31	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28139693	Genome-wide association study of prostate-specific antigen levels identifies novel loci independent of prostate cancer.	Prostate-specific antigen levels	28,503 European ancestry individuals	2,716 Latino individuals, 2,518 East Asian ancestry individuals, 1,585 African American individuals, 6,193 European ancestry individuals (later diagnosed with prostate cancer), 5,603 European ancestry individuals	19q13.33	KLK3	KLK3			ENSG00000142515			rs17632542-T	rs17632542	0	17632542	missense_variant	0	0.92	2E-340	339.69897000433605		0.435333	[0.41-0.46] unit increase	Affymetrix [10109774] (imputed)	N
34	rs1058205	19	51363398	rs1058205	2014-12-11	24919509	Terao C	2014-06-11	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/24919509	A genome-wide association study of serum levels of prostate-specific antigen in the Japanese population.	Prostate-specific antigen levels	1,086 Japanese ancestry males	1,302 Japanese ancestry males	19q13.33	KLK3	KLK3			ENSG00000142515			rs1058205-?	rs1058205	0	1058205	3_prime_UTR_variant	0	NR	8E-21	20.096910013008056		0.085	[0.067-0.103] unit increase	Illumina [303283]	N
34	rs1058205	19	51364623	rs2735839	2008-06-16	18264097	Eeles RA	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264097	Multiple newly identified loci associated with prostate cancer susceptibility.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	3,268 European ancestry cases, 3,366 European ancestry controls	19q13.33	KLK3	KLK3 - KLK2	ENSG00000142515	ENSG00000167751		603	201	rs2735839-G	rs2735839	0	2735839	intergenic_variant	1	0.85	2E-18	17.69897000433602		1.2	[1.10-1.33]	Illumina [541129]	N
34	rs1058205	19	51364623	rs2735839	2013-03-22	23269536	Sun J	2012-12-27	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23269536	Genome-wide association study identified novel genetic variant on SLC45A3 gene associated with serum levels prostate-specific antigen (PSA) in a Chinese population.	Prostate-specific antigen levels	1,999 Chinese ancestry males	1,496 Chinese ancestry males	19q13.33	KLK3	KLK3 - KLK2	ENSG00000142515	ENSG00000167751		603	201	rs2735839-G	rs2735839	0	2735839	intergenic_variant	1	0.58	6E-37	36.221848749616356		0.19	[NR] % increase	Illumina [> 709211] (imputed)	N
34	rs1058205	19	51364623	rs2735839	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	19q13.33	NR	KLK3 - KLK2	ENSG00000142515	ENSG00000167751		603	201	rs2735839-G	rs2735839	0	2735839	intergenic_variant	1	0.85	2E-8	7.698970004336019	(European)	1.2	[1.13-1.28]	Affymetrix [up to 19977088] (imputed)	N
34	rs1058205	19	51364623	rs2735839	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	19q13.33	NR	KLK3 - KLK2	ENSG00000142515	ENSG00000167751		603	201	rs2735839-G	rs2735839	0	2735839	intergenic_variant	1	0.85	6E-9	8.221848749616356		1.17	[1.11-1.24]	Affymetrix [up to 19977088] (imputed)	N
34	rs1058205	19	51364623	rs2735839	2017-07-13	28471803	Choe EK	2017-05-03	Eur J Cancer Prev	www.ncbi.nlm.nih.gov/pubmed/28471803	Search for genetic factor association with cancer-free prostate-specific antigen level elevation on the basis of a genome-wide association study in the Korean population.	Elevated serum prostate-specific antigen levels in healthy men	2,841 Korean ancestry individuals	1,283 Korean ancestry individuals	19q13.33	KLK3	KLK3 - KLK2	ENSG00000142515	ENSG00000167751		603	201	rs2735839-A	rs2735839	0	2735839	intergenic_variant	1	NR	8E-20	19.096910013008056		0.1398	[NR] unit decrease	Affymetrix [584061]	N
34	rs1058205	19	51364623	rs2735839	2018-08-14	29892016	Schumacher FR	2018-06-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29892016	Association analyses of more than 140,000 men identify 63 new prostate cancer susceptibility loci.	Prostate cancer	79,148 European ancestry cases, 61,106 European ancestry controls	NA	19q13.33	NR	KLK3 - KLK2	ENSG00000142515	ENSG00000167751		603	201	rs2735839-G	rs2735839	0	2735839	intergenic_variant	1	0.85	3E-47	46.52287874528034		1.18	[1.15-1.21]	Illumina [20370935] (imputed)	N
35	rs74179816	20	62268341	rs71325459	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Age at menopause	approximately 143,000 European ancestry individuals	NA	20q13.33		MHENCR - STMN3	ENSG00000232442	ENSG00000197457		8164	2717	rs71325459-?	rs71325459	0	71325459	intergenic_variant	1	NR	5E-8	7.301029995663981				NR [~ 8900000] (imputed)	N
35	rs74179816	20	62321128	rs35640778	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Mean corpuscular hemoglobin	approximately 443,000 European ancestry individuals	NA	20q13.33		RTEL1-TNFRSF6B, RTEL1			ENSG00000026036, ENSG00000258366			rs35640778-?	rs35640778	0	35640778	missense_variant	0	NR	3E-16	15.522878745280337				NR [~ 8900000] (imputed)	N
